# BUSCO version is: 5.4.5 
# The lineage dataset is: metazoa_odb10 (Creation date: 2021-02-17, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
495605at33208	Complete	scaffold_2	28616356	28620360	-	343.1	208
495802at33208	Complete	scaffold_3	9056089	9056466	+	58.2	66
495926at33208	Fragmented	scaffold_4	28388370	28388673	+	73.6	73
496070at33208	Duplicated	scaffold_342	4394	14433	+	95.6	126
496070at33208	Duplicated	scaffold_4	9443903	9446220	+	93.1	122
496219at33208	Complete	scaffold_3	16928929	16931560	-	345.6	256
498535at33208	Complete	scaffold_1	28072903	28075679	-	259.8	164
500261at33208	Fragmented	scaffold_1	16264351	16264813	-	120.9	94
500808at33208	Missing
501396at33208	Complete	scaffold_3	17466350	17470852	+	268.9	168
501546at33208	Missing
501788at33208	Complete	scaffold_3	19973509	19977468	-	177.1	144
502128at33208	Missing
502407at33208	Complete	scaffold_1	10520171	10523053	-	186.4	161
502429at33208	Missing
502584at33208	Missing
502691at33208	Complete	scaffold_3	35742983	35749435	+	251.3	200
503333at33208	Complete	scaffold_2	18521976	18527871	-	380.8	239
503828at33208	Missing
504207at33208	Complete	scaffold_3	1110471	1114345	+	220.2	230
504292at33208	Complete	scaffold_4	949412	951420	+	127.2	145
504691at33208	Missing
504731at33208	Complete	scaffold_2	13328332	13329707	+	309.8	237
504912at33208	Duplicated	scaffold_131	10109	10810	+	88.3	134
504912at33208	Duplicated	scaffold_2	34269543	34270244	+	87.2	133
505248at33208	Complete	scaffold_2	1416736	1417832	-	194.6	145
505718at33208	Missing
508188at33208	Duplicated	scaffold_2	5072421	5075092	+	179.8	212
508188at33208	Duplicated	scaffold_74	29575	32056	-	152.9	197
508379at33208	Complete	scaffold_2	17241500	17242070	-	168.1	130
508986at33208	Missing
509494at33208	Complete	scaffold_2	39472993	39473705	+	217.9	138
509816at33208	Missing
510174at33208	Fragmented	scaffold_4	17262231	17263942	+	233.7	111
510522at33208	Complete	scaffold_2	81654	82378	+	143.0	166
510581at33208	Complete	scaffold_1	20427160	20471014	-	240.9	227
511272at33208	Complete	scaffold_4	33072967	33075442	+	175.2	171
511386at33208	Missing
511575at33208	Fragmented	scaffold_2	13241183	13241520	+	156.3	81
511668at33208	Fragmented	scaffold_2	32724846	32725250	-	86.4	104
514121at33208	Missing
514296at33208	Complete	scaffold_9	406945	407417	-	133.0	115
514565at33208	Complete	scaffold_1	12008154	12010432	-	261.0	180
514675at33208	Fragmented	scaffold_2	14440847	14441323	+	120.7	144
514698at33208	Complete	scaffold_3	36125685	36128951	+	153.4	146
514724at33208	Complete	scaffold_3	7682075	7683557	-	117.5	111
514727at33208	Fragmented	scaffold_2	27283232	27283857	-	50.1	71
514740at33208	Complete	scaffold_3	23916823	23921625	+	233.4	174
514834at33208	Missing
514892at33208	Complete	scaffold_2	21539904	21543434	+	250.9	192
515058at33208	Missing
515377at33208	Missing
515410at33208	Complete	scaffold_55	29735	30469	-	158.0	157
515425at33208	Duplicated	scaffold_4	20896001	20901185	+	107.5	170
515425at33208	Duplicated	scaffold_4	21031726	21037465	-	107.8	170
515528at33208	Missing
515640at33208	Complete	scaffold_1	20713788	20715937	+	312.9	196
516078at33208	Complete	scaffold_2	3234171	3236236	+	165.5	200
516321at33208	Complete	scaffold_1	15080368	15082442	-	196.8	131
516481at33208	Complete	scaffold_2	3352860	3353426	+	66.0	156
516659at33208	Fragmented	scaffold_3	27575603	27578384	-	143.2	97
516716at33208	Fragmented	scaffold_1	6899977	6900336	-	126.8	91
517311at33208	Duplicated	scaffold_133	4912	5777	+	212.0	155
517311at33208	Duplicated	scaffold_2	14590433	14591325	+	220.1	155
517525at33208	Complete	scaffold_2	39073256	39076906	+	423.8	283
517686at33208	Complete	scaffold_3	19822418	19822767	-	108.5	84
517968at33208	Complete	scaffold_4	2066008	2066568	-	121.6	107
518288at33208	Missing
518569at33208	Complete	scaffold_4	12766370	12774317	+	260.5	301
518635at33208	Missing
519030at33208	Missing
519303at33208	Complete	scaffold_4	30950702	30969001	-	235.7	257
519777at33208	Missing
520011at33208	Complete	scaffold_3	7570875	7579096	-	139.0	170
521343at33208	Complete	scaffold_2	32496927	32497545	+	53.1	118
522886at33208	Missing
522988at33208	Missing
523206at33208	Complete	scaffold_4	10006347	10007234	-	119.8	110
523376at33208	Complete	scaffold_2	35267721	35269012	-	196.6	214
523534at33208	Complete	scaffold_4	19924429	19925543	+	181.9	148
524148at33208	Missing
524165at33208	Complete	scaffold_2	18723392	18742281	-	268.3	260
524322at33208	Missing
525542at33208	Fragmented	scaffold_11	238970	240893	-	126.3	111
525888at33208	Complete	scaffold_2	34066139	34067397	-	155.1	155
526074at33208	Complete	scaffold_5	1145984	1148362	-	209.7	164
526487at33208	Complete	scaffold_1	10847531	10848118	-	248.1	132
526673at33208	Fragmented	scaffold_1	27314375	27319293	+	205.7	171
526839at33208	Missing
527406at33208	Complete	scaffold_2	14452491	14457915	+	319.6	202
528325at33208	Complete	scaffold_1	20862272	20879910	-	190.6	163
529092at33208	Complete	scaffold_1	3628502	3629058	+	141.4	88
529093at33208	Complete	scaffold_3	8577247	8580044	+	239.2	173
529708at33208	Missing
529852at33208	Complete	scaffold_1	5958413	5959234	+	156.8	187
530431at33208	Missing
532406at33208	Complete	scaffold_4	16627443	16632571	+	156.8	168
532693at33208	Complete	scaffold_195	13674	17348	+	197.1	203
532728at33208	Complete	scaffold_2	35714363	35715536	-	100.6	106
532930at33208	Fragmented	scaffold_2	20297181	20299400	-	105.2	113
533666at33208	Missing
533690at33208	Complete	scaffold_2	19439268	19441557	+	193.0	143
534172at33208	Complete	scaffold_4	35892365	35893449	+	193.6	158
534206at33208	Fragmented	scaffold_1	25700308	25700572	+	71.2	69
534312at33208	Complete	scaffold_2	1544466	1545349	-	205.9	133
534757at33208	Missing
534808at33208	Complete	scaffold_3	28188988	28243692	-	278.2	243
535268at33208	Complete	scaffold_4	964463	967285	+	229.3	176
535367at33208	Missing
535524at33208	Complete	scaffold_1	43812100	43812684	+	162.4	160
535650at33208	Complete	scaffold_4	27725965	27726635	+	244.9	165
535664at33208	Complete	scaffold_2	36984220	36986662	-	105.6	115
535782at33208	Missing
535806at33208	Complete	scaffold_45	25927	26412	-	73.4	108
536251at33208	Duplicated	scaffold_2	29497537	29498185	-	119.5	130
536251at33208	Duplicated	scaffold_2	31396746	31397370	-	118.1	130
537470at33208	Complete	scaffold_3	17272152	17273232	-	252.8	152
537548at33208	Complete	scaffold_1	45732609	45733250	+	220.9	181
537718at33208	Missing
537923at33208	Complete	scaffold_2	9806268	9811658	+	189.8	129
538442at33208	Complete	scaffold_1	10860722	10861483	-	124.3	113
539043at33208	Complete	scaffold_2	30192975	30194515	+	145.5	144
539215at33208	Fragmented	scaffold_1	34163883	34164062	+	53.2	57
539234at33208	Complete	scaffold_2	16932425	16932995	-	182.9	130
539360at33208	Complete	scaffold_1	31929273	31929945	-	109.0	151
539600at33208	Complete	scaffold_1	23153691	23154476	-	132.0	137
540193at33208	Fragmented	scaffold_2	16142505	16144709	+	131.0	101
541231at33208	Fragmented	scaffold_437	1069	3690	-	106.0	97
541260at33208	Complete	scaffold_2	3432848	3433249	+	90.5	78
541421at33208	Missing
543124at33208	Complete	scaffold_1	36276258	36279075	+	222.9	208
543269at33208	Fragmented	scaffold_3	16122239	16122660	+	113.9	107
544546at33208	Complete	scaffold_4	21970292	21971738	+	83.4	123
544849at33208	Missing
544919at33208	Missing
545063at33208	Missing
545389at33208	Complete	scaffold_5	1187914	1191076	+	258.3	166
545641at33208	Complete	scaffold_1	20665230	20694298	+	163.8	121
545744at33208	Complete	scaffold_1	14616460	14616783	-	77.5	88
545889at33208	Complete	scaffold_2	16690972	16691595	+	97.8	155
546305at33208	Complete	scaffold_1	14191744	14192233	+	93.5	101
546751at33208	Duplicated	scaffold_295	20718	22596	+	224.7	146
546751at33208	Duplicated	scaffold_3	10901662	10903475	+	223.4	151
547099at33208	Missing
547341at33208	Fragmented	scaffold_4	6447874	6450508	+	118.8	105
547766at33208	Complete	scaffold_3	13727336	13728010	+	237.2	158
548327at33208	Duplicated	scaffold_193	7633	8241	-	137.3	126
548327at33208	Duplicated	scaffold_4	28126812	28127419	-	140.6	126
548444at33208	Complete	scaffold_4	20879998	20884359	+	241.5	194
548732at33208	Complete	scaffold_3	8327248	8330344	+	122.7	118
549156at33208	Complete	scaffold_3	23961758	23962442	-	216.4	136
549988at33208	Missing
551166at33208	Duplicated	scaffold_187	33668	34093	-	154.1	100
551166at33208	Duplicated	scaffold_3	16520254	16520676	+	154.1	100
551166at33208	Duplicated	scaffold_4	26488158	26488583	+	154.1	100
551620at33208	Missing
551632at33208	Missing
551831at33208	Complete	scaffold_1	39618970	39619961	-	168.9	193
552201at33208	Missing
552359at33208	Missing
552764at33208	Missing
552949at33208	Missing
553411at33208	Fragmented	scaffold_3	32813422	32815011	-	124.9	103
553585at33208	Complete	scaffold_3	19822958	19823562	+	181.0	149
554010at33208	Fragmented	scaffold_3	22336347	22346055	+	141.5	124
554815at33208	Missing
555162at33208	Complete	scaffold_3	28717953	28719774	-	283.5	149
555390at33208	Complete	scaffold_2	6113064	6113610	+	217.3	129
555538at33208	Missing
556039at33208	Complete	scaffold_3	7123014	7125051	-	97.7	100
556189at33208	Fragmented	scaffold_4	26528409	26528824	-	137.4	103
556337at33208	Complete	scaffold_4	8762651	8763246	+	194.4	124
556445at33208	Complete	scaffold_4	24176873	24183073	+	138.2	117
556461at33208	Missing
556510at33208	Missing
556587at33208	Complete	scaffold_3	17949443	17949949	+	82.5	89
556750at33208	Missing
556925at33208	Missing
557292at33208	Complete	scaffold_3	27566938	27569675	+	179.1	156
557596at33208	Complete	scaffold_2	32251779	32252598	+	307.3	179
557694at33208	Complete	scaffold_2	20349621	20355102	+	137.4	215
557834at33208	Missing
557962at33208	Complete	scaffold_2	44993009	44993914	-	152.8	189
558368at33208	Missing
558385at33208	Missing
558552at33208	Complete	scaffold_2	13377363	13378184	+	217.9	124
558791at33208	Complete	scaffold_4	11020445	11020991	-	210.9	122
558897at33208	Complete	scaffold_2	5384558	5385172	+	146.9	147
558933at33208	Complete	scaffold_3	18697850	18702512	+	158.7	163
559146at33208	Missing
559501at33208	Complete	scaffold_2	12453676	12457177	+	184.5	192
559576at33208	Missing
559732at33208	Missing
559883at33208	Complete	scaffold_3	34206601	34210053	+	172.1	131
560453at33208	Complete	scaffold_3	15717032	15717669	+	226.0	155
560566at33208	Missing
560584at33208	Complete	scaffold_3	33428039	33428620	-	93.7	79
560694at33208	Duplicated	scaffold_4	21320170	21324405	+	209.3	200
560694at33208	Duplicated	scaffold_4	21386576	21389321	-	210.7	200
561054at33208	Complete	scaffold_1	33648699	33649301	-	164.3	138
561248at33208	Missing
561417at33208	Complete	scaffold_3	348999	349534	+	189.5	124
561688at33208	Complete	scaffold_2	5333787	5336296	-	142.0	144
561878at33208	Complete	scaffold_4	6719007	6722292	-	174.3	218
561943at33208	Complete	scaffold_4	29370526	29371975	+	349.0	244
562780at33208	Missing
563084at33208	Complete	scaffold_4	24306345	24306710	-	79.1	80
563358at33208	Missing
563359at33208	Missing
563426at33208	Complete	scaffold_4	1216567	1222863	+	270.6	227
563679at33208	Complete	scaffold_3	4686638	4691623	-	120.4	94
563832at33208	Complete	scaffold_2	38096458	38096886	+	77.8	127
564234at33208	Missing
564286at33208	Complete	scaffold_1	31795153	31795716	+	200.3	111
565053at33208	Complete	scaffold_1	39519363	39520598	+	100.8	130
566026at33208	Duplicated	scaffold_2	43164486	43165059	-	130.3	151
566026at33208	Duplicated	scaffold_2	46515854	46516422	-	142.7	144
566116at33208	Complete	scaffold_3	29533730	29544243	+	228.8	184
566262at33208	Complete	scaffold_3	31159044	31159502	-	114.2	99
566447at33208	Missing
566527at33208	Complete	scaffold_4	26920906	26922676	+	139.2	150
566916at33208	Missing
567650at33208	Missing
567750at33208	Complete	scaffold_2	6770586	6771568	-	62.9	83
567809at33208	Duplicated	scaffold_1	23590379	23591054	+	193.3	116
567809at33208	Duplicated	scaffold_746	6927	7610	+	195.5	116
568022at33208	Complete	scaffold_3	25021315	25022674	+	182.2	138
568170at33208	Missing
568839at33208	Complete	scaffold_2	26084988	26105286	+	145.9	159
568949at33208	Duplicated	scaffold_159	12183	12848	-	196.7	151
568949at33208	Duplicated	scaffold_1	28116879	28117544	+	196.7	151
569294at33208	Missing
569303at33208	Missing
569812at33208	Complete	scaffold_1	25677514	25682057	+	218.0	178
569878at33208	Fragmented	scaffold_2	30507531	30509180	+	153.1	84
570262at33208	Complete	scaffold_1	24298874	24302901	+	124.0	140
570646at33208	Complete	scaffold_2	16100261	16101579	-	187.5	145
570717at33208	Duplicated	scaffold_4	30236727	30241172	-	216.2	170
570717at33208	Duplicated	scaffold_88	9686	16412	+	215.2	170
571149at33208	Complete	scaffold_2	21515911	21516255	+	61.1	84
571944at33208	Missing
572074at33208	Complete	scaffold_2	34059978	34064879	+	117.0	136
572434at33208	Complete	scaffold_3	12241044	12241760	-	219.1	151
572463at33208	Duplicated	scaffold_1	1326393	1329951	+	267.8	192
572463at33208	Duplicated	scaffold_54	27732	30973	-	268.1	192
572754at33208	Complete	scaffold_27	90678	92143	+	139.3	117
572845at33208	Complete	scaffold_1	14611974	14615191	+	117.8	132
573203at33208	Missing
573237at33208	Missing
573313at33208	Missing
574311at33208	Complete	scaffold_3	19103142	19103573	+	37.1	70
575360at33208	Missing
576633at33208	Complete	scaffold_4	8833188	8835040	+	265.8	167
576938at33208	Complete	scaffold_4	2541073	2541726	-	64.1	80
576997at33208	Missing
577068at33208	Complete	scaffold_1	35502948	35506290	-	143.3	133
577339at33208	Complete	scaffold_2	36476503	36476781	+	18.7	75
577929at33208	Fragmented	scaffold_1	2444791	2445033	-	73.0	70
578354at33208	Duplicated	scaffold_105	29209	29700	-	209.6	127
578354at33208	Duplicated	scaffold_3	8679575	8680066	-	209.6	127
578582at33208	Complete	scaffold_3	23276398	23276925	+	174.2	131
578684at33208	Missing
578726at33208	Complete	scaffold_4	7840493	7843750	-	96.1	123
578734at33208	Missing
578959at33208	Complete	scaffold_2	9183878	9184865	+	105.1	114
579029at33208	Complete	scaffold_4	10857724	10858191	+	74.4	120
580062at33208	Complete	scaffold_3	10454033	10454617	-	72.0	190
580288at33208	Duplicated	scaffold_2	11462140	11462646	+	204.4	116
580288at33208	Duplicated	scaffold_60	56857	57340	-	184.7	110
580851at33208	Missing
580896at33208	Missing
581006at33208	Complete	scaffold_4	3052675	3063351	+	99.5	125
581475at33208	Complete	scaffold_4	24867823	24870171	+	154.1	135
581543at33208	Missing
581547at33208	Complete	scaffold_1	32092953	32094694	-	214.2	145
581621at33208	Complete	scaffold_3	8897095	8898007	+	258.5	172
581717at33208	Missing
581779at33208	Missing
582265at33208	Complete	scaffold_3	24734458	24736436	-	119.1	121
582341at33208	Duplicated	scaffold_2	7753687	7754401	-	200.4	102
582341at33208	Duplicated	scaffold_97	51042	51756	+	200.2	103
582473at33208	Complete	scaffold_2	12796816	12798097	-	200.8	159
582823at33208	Complete	scaffold_1	36463079	36466577	-	271.7	200
582951at33208	Complete	scaffold_1	29073446	29075704	+	149.2	103
583626at33208	Missing
584023at33208	Complete	scaffold_2	38117585	38119008	+	109.1	155
584333at33208	Missing
584373at33208	Complete	scaffold_4	969497	973352	-	59.7	57
585078at33208	Missing
585232at33208	Duplicated	scaffold_4	34468117	34468794	-	109.4	118
585232at33208	Duplicated	scaffold_4	34490797	34491468	-	111.0	109
585305at33208	Complete	scaffold_3	15101461	15105878	+	168.0	85
585313at33208	Complete	scaffold_2	812880	816786	+	212.2	186
585656at33208	Complete	scaffold_1	43415359	43416006	+	188.3	142
585726at33208	Complete	scaffold_162	12757	14743	-	146.5	151
585809at33208	Fragmented	scaffold_3	15824488	15824938	+	81.1	69
586156at33208	Duplicated	scaffold_2	5696141	5696558	+	81.0	99
586156at33208	Duplicated	scaffold_537	7303	7715	-	81.5	99
586310at33208	Missing
586690at33208	Duplicated	scaffold_2	5530767	5534082	+	122.9	104
586690at33208	Duplicated	scaffold_69	19268	21655	-	116.2	104
586719at33208	Fragmented	scaffold_1	12228914	12229215	-	159.1	88
587399at33208	Fragmented	scaffold_4	28821683	28821955	+	67.8	52
587407at33208	Complete	scaffold_4	686691	691968	-	131.8	147
587513at33208	Fragmented	scaffold_2	13404625	13406643	-	82.3	98
587688at33208	Missing
587958at33208	Complete	scaffold_2	20347394	20347715	+	184.0	83
589773at33208	Missing
589901at33208	Missing
590221at33208	Complete	scaffold_2	33460725	33461129	+	90.0	97
590347at33208	Duplicated	scaffold_181	21027	21745	-	76.8	132
590347at33208	Duplicated	scaffold_3	23999260	23999842	+	67.5	109
590416at33208	Complete	scaffold_4	3352667	3354058	+	177.5	151
590470at33208	Missing
591316at33208	Missing
591391at33208	Duplicated	scaffold_19	179076	179982	-	123.1	117
591391at33208	Duplicated	scaffold_3	1595919	1596884	+	127.9	122
591498at33208	Complete	scaffold_4	11654146	11655959	+	134.5	112
592087at33208	Missing
592094at33208	Complete	scaffold_1	13167145	13168681	-	215.3	125
592759at33208	Complete	scaffold_1	28342594	28348864	-	205.3	172
592872at33208	Complete	scaffold_2	45771974	45772579	+	104.3	141
594172at33208	Complete	scaffold_3	11703256	11703953	-	225.4	120
594271at33208	Fragmented	scaffold_2	35643881	35644384	-	68.4	63
594842at33208	Complete	scaffold_1	37339969	37340640	+	144.8	98
594937at33208	Missing
595010at33208	Missing
595316at33208	Missing
595404at33208	Complete	scaffold_1	42776066	42776521	-	133.2	121
595858at33208	Missing
596131at33208	Complete	scaffold_1	14084054	14084549	-	163.8	101
596973at33208	Fragmented	scaffold_3	26110776	26111152	+	77.6	89
597023at33208	Fragmented	scaffold_3	1117727	1118437	-	45.1	99
597816at33208	Complete	scaffold_4	270254	270785	-	78.6	115
598405at33208	Missing
598944at33208	Missing
599320at33208	Complete	scaffold_1	765036	765356	+	121.2	88
600462at33208	Fragmented	scaffold_3	3067	4004	-	65.9	100
600823at33208	Fragmented	scaffold_1	6573332	6573800	-	100.7	81
601242at33208	Duplicated	scaffold_4	17285975	17286416	-	119.6	107
601242at33208	Duplicated	scaffold_4	17398161	17398602	+	119.6	107
601650at33208	Complete	scaffold_2	1600938	1601654	+	121.1	109
601768at33208	Complete	scaffold_2	14529701	14533187	-	150.5	223
601875at33208	Missing
601886at33208	Complete	scaffold_2	12970001	12970809	-	166.1	149
601967at33208	Missing
602089at33208	Duplicated	scaffold_174	24846	25208	-	123.2	98
602089at33208	Duplicated	scaffold_4	17011387	17011749	-	123.2	98
602148at33208	Complete	scaffold_2	11659593	11661003	+	62.6	67
602587at33208	Complete	scaffold_4	10603716	10604486	-	106.2	69
603239at33208	Fragmented	scaffold_3	8665180	8665290	+	51.5	32
603370at33208	Complete	scaffold_2	19300371	19300878	-	207.0	124
603609at33208	Fragmented	scaffold_4	9202035	9209829	-	72.0	72
603673at33208	Complete	scaffold_1	14871875	14875245	-	154.8	116
604211at33208	Complete	scaffold_1	17090024	17090737	-	97.1	164
604943at33208	Duplicated	scaffold_12	331549	333186	-	151.8	111
604943at33208	Duplicated	scaffold_27	104761	106348	-	152.5	111
605189at33208	Duplicated	scaffold_2	5495745	5496047	+	59.9	58
605189at33208	Duplicated	scaffold_69	76808	77110	-	60.5	57
606048at33208	Complete	scaffold_801	2572	6086	+	106.9	102
606539at33208	Duplicated	scaffold_36	16152	16656	-	149.4	110
606539at33208	Duplicated	scaffold_60	69752	70256	-	149.4	110
606748at33208	Duplicated	scaffold_124	56578	56970	+	119.9	85
606748at33208	Duplicated	scaffold_99	67845	68241	+	114.9	99
606776at33208	Fragmented	scaffold_2	19061647	19062159	+	36.5	68
606795at33208	Missing
606958at33208	Complete	scaffold_1	30787538	30787895	+	120.7	86
607862at33208	Duplicated	scaffold_3	13319272	13319795	+	133.1	110
607862at33208	Duplicated	scaffold_3	14424637	14425160	-	130.9	110
608011at33208	Complete	scaffold_1	5270454	5272138	-	133.4	73
608074at33208	Missing
608190at33208	Missing
608669at33208	Missing
608869at33208	Complete	scaffold_3	12851101	12854129	-	96.4	99
608924at33208	Complete	scaffold_3	29014790	29015277	-	158.0	118
609899at33208	Complete	scaffold_4	13047906	13055217	+	151.2	101
610427at33208	Complete	scaffold_4	9567814	9568266	+	113.0	96
610541at33208	Complete	scaffold_1	11545185	11545784	-	123.4	140
611258at33208	Complete	scaffold_3	15525577	15531144	+	172.8	161
611279at33208	Fragmented	scaffold_1	32333084	32334046	+	75.8	86
611373at33208	Complete	scaffold_1	30404648	30405035	-	101.5	93
611891at33208	Complete	scaffold_2	32332564	32333307	-	74.2	84
612760at33208	Complete	scaffold_4	16724551	16724841	-	113.0	76
612825at33208	Complete	scaffold_4	5639563	5643314	+	153.4	127
613522at33208	Missing
613580at33208	Fragmented	scaffold_4	3866234	3866815	+	79.6	100
613851at33208	Fragmented	scaffold_119	2468	3516	-	76.6	72
614305at33208	Complete	scaffold_2	12345395	12348268	+	117.4	96
615531at33208	Complete	scaffold_3	28165385	28170635	+	92.7	73
615585at33208	Complete	scaffold_1	46422249	46422556	+	104.9	75
615840at33208	Missing
616120at33208	Fragmented	scaffold_4	5890050	5893374	-	56.1	60
616149at33208	Missing
616613at33208	Duplicated	scaffold_1148	1736	2135	+	131.6	76
616613at33208	Duplicated	scaffold_812	6763	7159	+	134.2	76
616716at33208	Complete	scaffold_2	35779298	35814315	+	147.8	111
617020at33208	Complete	scaffold_3	12106336	12106989	-	202.2	168
617441at33208	Complete	scaffold_2	20554125	20554572	+	152.2	78
617522at33208	Complete	scaffold_2	19319836	19322484	-	95.5	102
617667at33208	Complete	scaffold_1	42397206	42397484	+	109.5	72
618339at33208	Complete	scaffold_1	41362708	41363653	+	137.6	83
618421at33208	Complete	scaffold_4	11687180	11743549	+	75.3	97
618516at33208	Fragmented	scaffold_3	32548307	32548526	+	40.4	56
618986at33208	Complete	scaffold_2	14375857	14376341	-	81.7	88
619250at33208	Complete	scaffold_2	35845007	35845555	+	76.1	108
619326at33208	Complete	scaffold_3	14056344	14056840	-	153.1	89
619415at33208	Missing
620546at33208	Complete	scaffold_4	26364536	26365529	+	116.9	125
620753at33208	Complete	scaffold_4	22501058	22501495	-	95.3	113
621585at33208	Complete	scaffold_4	26590611	26591109	-	77.9	101
621808at33208	Complete	scaffold_1	33694033	33694425	-	150.4	81
622156at33208	Complete	scaffold_4	9267315	9269191	-	130.3	117
622172at33208	Complete	scaffold_3	7058899	7059524	-	142.3	133
622270at33208	Complete	scaffold_2	36589783	36590126	-	167.6	88
622461at33208	Fragmented	scaffold_2	9669724	9669975	+	144.2	82
622560at33208	Complete	scaffold_1	36097855	36098254	-	176.1	116
623138at33208	Complete	scaffold_1	25242337	25246956	+	114.6	98
623324at33208	Duplicated	scaffold_1	27624187	27624732	+	188.2	116
623324at33208	Duplicated	scaffold_1	28769010	28769555	-	188.2	116
623444at33208	Complete	scaffold_3	23139800	23141249	-	136.7	176
623995at33208	Complete	scaffold_2	14028218	14028481	-	68.8	63
625077at33208	Complete	scaffold_4	27237353	27237632	-	71.2	78
625091at33208	Complete	scaffold_2	13982245	13982796	-	99.6	76
625769at33208	Complete	scaffold_1	40652524	40653672	-	95.1	93
628082at33208	Complete	scaffold_3	9850261	9850552	-	110.6	64
628231at33208	Missing
628247at33208	Fragmented	scaffold_1	31930115	31930808	+	90.0	70
629763at33208	Duplicated	scaffold_128	38398	38736	-	94.1	60
629763at33208	Duplicated	scaffold_1	17037569	17037903	+	94.4	60
630073at33208	Complete	scaffold_3	16825716	16827967	+	106.7	57
631107at33208	Complete	scaffold_4	22824272	22825348	-	115.5	98
631173at33208	Missing
631196at33208	Complete	scaffold_4	16830204	16834177	-	129.3	147
631662at33208	Complete	scaffold_3	14989756	14990131	-	116.0	73
631767at33208	Complete	scaffold_1	11434290	11435376	-	77.5	87
631798at33208	Missing
631811at33208	Missing
632234at33208	Complete	scaffold_1	34029616	34029990	+	166.5	96
632472at33208	Complete	scaffold_4	24997815	24998138	+	76.7	73
632566at33208	Complete	scaffold_2	6610929	6611774	-	203.4	149
633007at33208	Complete	scaffold_1	37804606	37805268	+	112.8	113
633282at33208	Missing
633619at33208	Complete	scaffold_2	31950459	31950808	+	62.1	44
634446at33208	Complete	scaffold_4	9700168	9702398	-	127.9	78
634447at33208	Complete	scaffold_2	36477066	36479548	-	122.0	85
636041at33208	Missing
636070at33208	Complete	scaffold_2	31957757	31958099	-	33.1	84
636300at33208	Complete	scaffold_1	39582858	39583225	+	148.1	73
636423at33208	Complete	scaffold_2	13102511	13102969	+	77.4	108
637971at33208	Missing
638541at33208	Missing
639252at33208	Missing
640187at33208	Missing
640349at33208	Complete	scaffold_3	10450747	10453894	+	73.7	71
641073at33208	Missing
641257at33208	Missing
642323at33208	Complete	scaffold_2	38761462	38761731	-	81.3	64
642552at33208	Missing
642773at33208	Missing
643380at33208	Fragmented	scaffold_1	25794569	25794736	+	46.1	48
643883at33208	Fragmented	scaffold_2	44530564	44530635	+	37.1	22
643954at33208	Missing
644034at33208	Fragmented	scaffold_3	22959467	22959963	-	64.2	36
648300at33208	Missing
649979at33208	Complete	scaffold_1	34187792	34188270	-	57.2	98
