# BUSCO version is: 5.4.5 
# The lineage dataset is: metazoa_odb10 (Creation date: 2021-02-17, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
502128at33208	Complete	scaffold_2573_1	157303	171285	+	266.3	246
502407at33208	Complete	contig_3847_1	14068	23301	-	149.0	138
502429at33208	Missing
502584at33208	Missing
502691at33208	Complete	scaffold_2159_1	17464	18162	-	303.8	201
503333at33208	Complete	contig_1160_1	137973	138959	+	381.4	258
503828at33208	Missing
504207at33208	Complete	contig_1160_1	540097	551982	-	229.9	221
504292at33208	Missing
504691at33208	Complete	contig_465_1	581551	591859	-	91.0	123
504731at33208	Complete	contig_606_1	687740	690517	-	322.7	237
504912at33208	Complete	contig_744_1	52460	53005	+	69.3	131
505248at33208	Missing
505718at33208	Missing
508188at33208	Missing
508379at33208	Complete	contig_715_1	1053161	1057447	-	154.5	128
508986at33208	Missing
509494at33208	Complete	contig_3514_1	73841	79626	-	194.5	141
509816at33208	Missing
510174at33208	Fragmented	contig_697_1	299296	306432	-	226.0	127
510522at33208	Fragmented	contig_3710_1	90756	93985	-	94.9	136
510581at33208	Complete	contig_598_1	1524575	1535957	+	255.9	218
511272at33208	Complete	contig_1193_1	27575	28471	+	166.5	185
511386at33208	Missing
511575at33208	Complete	contig_604_1	944191	984286	+	165.9	124
511668at33208	Complete	scaffold_3860_1	129906	139187	+	88.0	134
514121at33208	Missing
514296at33208	Complete	scaffold_836_1	1092131	1099052	+	139.2	116
514565at33208	Complete	contig_1377_1	311683	318540	-	180.5	152
514675at33208	Missing
514698at33208	Complete	contig_189_1	236919	246110	+	134.9	153
514724at33208	Complete	contig_3708_1	80804	81271	+	109.1	131
514727at33208	Complete	contig_609_1	1801032	1802174	-	45.1	215
514740at33208	Complete	contig_1122_1	350814	359289	+	167.8	171
514834at33208	Missing
514892at33208	Missing
515058at33208	Missing
515377at33208	Complete	contig_3715_1	337020	337751	+	98.2	171
515410at33208	Complete	contig_767_1	198485	199300	+	174.3	149
515425at33208	Complete	contig_939_1	153714	156314	-	91.8	136
515528at33208	Missing
515640at33208	Complete	contig_3796_1	5069	17674	+	278.2	196
516078at33208	Complete	contig_424_1	363457	364305	-	232.9	224
516321at33208	Complete	contig_1169_1	134989	135495	-	215.2	135
516481at33208	Complete	contig_749_1	840166	840825	-	58.7	149
516659at33208	Complete	scaffold_3838_1	369429	370208	+	143.8	197
516716at33208	Complete	scaffold_3838_1	316238	317866	-	209.6	354
517311at33208	Missing
517525at33208	Complete	contig_1263_1	299271	310966	-	369.5	260
517686at33208	Complete	contig_767_1	297578	302027	-	89.2	82
517968at33208	Complete	contig_2370_1	99220	101314	+	105.6	116
518288at33208	Missing
518569at33208	Complete	contig_3863_1	41659	42813	+	233.3	295
518635at33208	Missing
519030at33208	Complete	contig_609_1	1914363	1922014	+	76.8	130
519303at33208	Complete	contig_2575_1	717740	738878	-	229.6	274
519777at33208	Complete	contig_1142_1	272222	273013	+	136.0	240
520011at33208	Complete	contig_1160_1	828054	836454	+	93.2	148
521343at33208	Complete	contig_1169_1	123954	131615	-	53.1	153
522886at33208	Missing
522988at33208	Missing
523206at33208	Complete	contig_3840_1	7376	7984	-	108.4	109
523376at33208	Complete	contig_691_1	49207	51385	+	164.8	193
523534at33208	Complete	contig_1335_1	600224	604900	-	163.8	149
524148at33208	Missing
524165at33208	Complete	contig_531_1	101053	102675	+	170.4	341
524322at33208	Complete	contig_590_1	424646	425101	-	68.4	121
525542at33208	Missing
525888at33208	Complete	contig_1223_1	5238	5816	+	187.3	157
526074at33208	Fragmented	contig_218_1	265232	274265	+	151.3	128
526487at33208	Complete	contig_871_1	719159	719725	-	296.0	166
526673at33208	Missing
526839at33208	Missing
527406at33208	Complete	contig_1239_1	1004862	1011315	+	224.6	189
528325at33208	Complete	contig_1233_1	138822	139346	-	166.8	152
529092at33208	Fragmented	scaffold_1449_1	1240473	1240769	-	117.0	72
529093at33208	Complete	scaffold_521_1	396134	407734	-	256.8	189
529708at33208	Missing
529852at33208	Complete	contig_936_1	695453	696040	-	99.5	119
530431at33208	Complete	contig_3667_1	11344	19617	-	362.8	331
532406at33208	Complete	contig_1014_1	330307	341012	+	159.8	181
532693at33208	Complete	contig_3744_1	131041	132270	+	207.8	246
532728at33208	Complete	contig_596_1	421488	421967	-	94.7	126
532930at33208	Fragmented	contig_3802_1	11121	11714	-	83.0	136
533666at33208	Complete	contig_665_1	475289	476053	+	110.7	179
533690at33208	Complete	contig_1487_1	59003	59758	-	180.6	151
534172at33208	Missing
534206at33208	Complete	contig_1573_1	140679	170142	+	86.6	96
534312at33208	Complete	contig_1184_1	312560	320461	+	185.9	132
534757at33208	Missing
534808at33208	Complete	contig_1289_1	512815	513813	+	295.1	276
535268at33208	Complete	scaffold_3838_1	3178242	3187094	-	196.4	149
535367at33208	Missing
535524at33208	Complete	contig_619_1	139800	148767	+	155.7	159
535650at33208	Complete	contig_131_1	288204	291940	+	236.5	165
535664at33208	Complete	contig_1034_1	344856	354792	+	118.9	118
535782at33208	Missing
535806at33208	Complete	contig_1116_1	179947	180516	+	85.0	118
536251at33208	Complete	contig_632_1	1080165	1080767	+	123.0	128
537470at33208	Complete	scaffold_3727_1	189430	196631	+	223.0	143
537548at33208	Complete	contig_1253_1	1110452	1111060	+	229.1	178
537718at33208	Missing
537923at33208	Missing
538442at33208	Fragmented	contig_572_1	25629	27921	-	105.9	92
539043at33208	Complete	contig_341_1	368110	371704	-	145.5	140
539215at33208	Fragmented	contig_700_1	869341	869535	-	46.9	58
539234at33208	Complete	contig_691_1	366216	366707	+	156.3	129
539360at33208	Complete	contig_3752_1	311436	313802	-	111.4	159
539600at33208	Complete	contig_83_1	302176	305087	-	123.0	139
540193at33208	Complete	contig_3856_1	22883	23737	+	138.0	165
541231at33208	Missing
541260at33208	Complete	contig_1122_1	710805	714341	+	88.1	77
541421at33208	Complete	scaffold_2573_1	56070	59991	+	172.6	149
543124at33208	Complete	contig_773_1	1758770	1768625	-	230.9	217
543269at33208	Missing
544546at33208	Fragmented	contig_2398_1	46346	54378	+	69.5	82
544849at33208	Missing
544919at33208	Missing
545063at33208	Missing
545389at33208	Complete	scaffold_769_1	369243	369809	-	227.0	166
545641at33208	Missing
545744at33208	Missing
545889at33208	Missing
546305at33208	Fragmented	contig_3724_1	57399	64041	-	83.1	83
546751at33208	Complete	contig_3817_1	131116	136857	-	234.7	164
547099at33208	Missing
547341at33208	Complete	contig_184_1	831458	838155	-	211.6	159
547766at33208	Complete	contig_1149_1	436493	437161	+	194.6	157
548327at33208	Complete	contig_2265_1	19666	29156	+	144.9	126
548444at33208	Complete	contig_493_1	66865	69124	+	126.5	195
548732at33208	Complete	contig_786_1	297056	297640	+	87.2	130
549156at33208	Complete	contig_1122_1	14400	17639	+	200.2	136
549988at33208	Missing
551166at33208	Complete	contig_658_1	938670	940690	+	143.4	100
551620at33208	Complete	contig_609_1	1527868	1529004	-	136.6	231
551632at33208	Missing
551831at33208	Complete	contig_3812_1	104234	117925	-	182.3	194
552201at33208	Missing
552359at33208	Complete	contig_529_1	592108	592593	-	79.7	102
552764at33208	Missing
552949at33208	Missing
553411at33208	Complete	contig_305_1	1042074	1042787	+	180.9	169
553585at33208	Complete	contig_1864_1	81131	81826	+	243.8	191
554010at33208	Complete	contig_1754_1	152482	159286	-	187.2	207
554815at33208	Complete	contig_1238_1	39946	54229	-	168.7	189
555162at33208	Complete	contig_606_1	195920	199319	-	255.9	142
555390at33208	Complete	contig_2879_1	164912	165400	-	221.6	128
555538at33208	Fragmented	scaffold_3838_1	2793987	2805127	-	84.5	98
556039at33208	Complete	contig_1253_1	113665	114051	+	82.0	93
556189at33208	Fragmented	contig_588_1	1631987	1634223	+	132.9	109
556337at33208	Complete	contig_871_1	800537	801274	+	179.2	110
556445at33208	Complete	scaffold_3728_1	1257129	1257584	-	123.8	115
556461at33208	Fragmented	contig_1335_1	879808	880143	-	48.6	56
556510at33208	Missing
556587at33208	Fragmented	scaffold_1026_1	808204	827659	+	39.8	67
556750at33208	Missing
556925at33208	Complete	contig_983_1	17665	22784	-	53.4	70
557292at33208	Complete	contig_1239_1	665755	666513	+	173.0	162
557596at33208	Complete	contig_3670_1	158158	165766	+	287.1	179
557694at33208	Fragmented	scaffold_1081_1	924509	924787	+	52.3	78
557834at33208	Complete	contig_598_1	687067	688302	+	194.0	313
557962at33208	Missing
558368at33208	Missing
558385at33208	Missing
558552at33208	Complete	contig_746_1	281062	290824	+	207.5	119
558791at33208	Complete	contig_864_1	71110	79044	+	165.0	121
558897at33208	Complete	contig_1812_1	11072	13616	-	126.2	144
558933at33208	Complete	contig_3731_1	65683	72526	+	173.6	148
559146at33208	Missing
559501at33208	Fragmented	scaffold_388_1	102225	111686	+	147.8	148
559576at33208	Missing
559732at33208	Missing
559883at33208	Complete	contig_280_1	160743	168980	-	140.0	148
560453at33208	Complete	contig_1007_1	225842	231525	+	207.9	134
560566at33208	Missing
560584at33208	Complete	contig_3852_1	53836	60549	-	96.9	83
560694at33208	Complete	contig_991_1	63423	66954	-	184.5	200
561054at33208	Complete	contig_3158_1	95464	96090	-	151.9	129
561248at33208	Missing
561417at33208	Complete	scaffold_3728_1	584794	585348	-	172.9	134
561688at33208	Complete	contig_1335_1	1022493	1026127	-	144.2	163
561878at33208	Complete	scaffold_1613_1	145821	146738	+	219.7	216
561943at33208	Complete	contig_665_1	904469	915380	-	333.1	244
562780at33208	Missing
563084at33208	Complete	scaffold_1096_1	529446	530492	+	39.4	69
563358at33208	Missing
563359at33208	Missing
563426at33208	Fragmented	contig_855_1	63706	66285	-	253.3	145
563679at33208	Complete	contig_1335_1	984963	985331	+	112.1	104
563832at33208	Missing
564234at33208	Missing
564286at33208	Complete	scaffold_1449_1	526497	529712	-	166.1	113
565053at33208	Complete	scaffold_3838_1	288962	293593	-	94.5	171
566026at33208	Complete	contig_746_1	356596	357213	-	115.7	150
566116at33208	Complete	contig_189_1	395351	419181	+	293.7	205
566262at33208	Missing
566447at33208	Complete	contig_716_1	746946	747494	+	82.8	143
566527at33208	Complete	contig_817_1	47041	51430	+	155.5	167
566916at33208	Complete	contig_1525_1	66431	70322	-	38.2	75
567650at33208	Missing
567750at33208	Missing
567809at33208	Complete	contig_1889_1	144612	145049	+	188.6	116
568022at33208	Complete	contig_1014_1	174688	180853	-	184.7	136
568170at33208	Missing
568839at33208	Complete	contig_817_1	70867	71532	-	157.0	167
568949at33208	Missing
569294at33208	Missing
569303at33208	Missing
569812at33208	Complete	contig_1573_1	306182	307120	+	194.7	215
569878at33208	Complete	contig_940_1	212508	213467	+	154.2	197
570262at33208	Complete	contig_789_1	725688	730257	-	111.3	136
570646at33208	Complete	scaffold_1244_1	480003	480539	+	156.4	144
570717at33208	Missing
571149at33208	Fragmented	contig_619_1	300385	300762	-	54.3	75
571944at33208	Missing
572074at33208	Complete	scaffold_1449_1	1614715	1618808	+	70.8	118
572434at33208	Missing
572463at33208	Complete	contig_1160_1	1043799	1047833	+	210.7	226
572754at33208	Fragmented	contig_465_1	456854	457333	+	61.3	60
572845at33208	Complete	contig_716_1	751568	754530	+	138.7	134
573203at33208	Complete	scaffold_3728_1	1476303	1477301	-	128.8	268
573237at33208	Missing
573313at33208	Missing
574311at33208	Missing
575360at33208	Missing
576633at33208	Complete	contig_1357_1	44912	54265	-	240.8	167
576938at33208	Complete	contig_1034_1	321038	321391	-	82.1	88
576997at33208	Missing
577068at33208	Complete	contig_983_1	353162	353908	+	131.2	167
577339at33208	Complete	contig_3747_1	129100	129586	-	55.1	109
577929at33208	Fragmented	contig_773_1	1862871	1899467	+	57.3	64
578354at33208	Complete	scaffold_1197_1	666477	670352	-	177.2	125
578582at33208	Duplicated	scaffold_647_1	1371434	1371943	-	155.9	129
578582at33208	Duplicated	contig_352_1	1445972	1446502	+	148.9	138
578684at33208	Missing
578726at33208	Complete	contig_758_1	434485	435051	+	78.9	147
578734at33208	Missing
578959at33208	Complete	contig_1160_1	1128631	1130004	-	107.2	90
579029at33208	Missing
580062at33208	Missing
580288at33208	Complete	contig_3171_1	34735	37349	+	207.2	116
580851at33208	Complete	scaffold_3727_1	66340	66633	+	72.0	86
580896at33208	Missing
581006at33208	Complete	contig_218_1	740408	744159	+	118.5	108
581475at33208	Fragmented	contig_598_1	1204840	1213632	+	84.1	69
581543at33208	Missing
581547at33208	Complete	contig_305_1	816850	817380	-	199.0	146
581621at33208	Complete	contig_983_1	341770	344856	-	256.4	161
581717at33208	Complete	contig_658_1	1109165	1109758	+	118.0	159
581779at33208	Missing
582265at33208	Complete	contig_3693_1	55575	57955	-	137.1	133
582341at33208	Complete	contig_405_1	2368781	2381061	-	183.6	103
582473at33208	Complete	contig_790_1	1020106	1020696	-	158.7	154
582823at33208	Complete	contig_1666_1	1696	6538	-	244.2	194
582951at33208	Complete	contig_305_1	530889	536812	+	145.4	103
583626at33208	Missing
584023at33208	Complete	contig_1175_1	8929	9792	-	123.4	201
584333at33208	Missing
584373at33208	Complete	contig_2234_1	90953	95650	+	47.4	60
585078at33208	Missing
585232at33208	Missing
585305at33208	Complete	contig_1007_1	27063	37125	+	150.3	84
585313at33208	Missing
585656at33208	Complete	scaffold_3728_1	580418	580942	-	197.5	151
585726at33208	Missing
585809at33208	Fragmented	contig_1239_1	670624	679289	-	93.6	114
586156at33208	Missing
586310at33208	Fragmented	contig_2624_1	203570	205196	-	67.6	59
586690at33208	Complete	contig_715_1	137161	147581	+	122.8	105
586719at33208	Complete	contig_632_1	1591800	1600736	+	156.8	101
587399at33208	Missing
587407at33208	Fragmented	contig_417_1	268457	269146	-	82.3	118
587513at33208	Missing
587688at33208	Missing
587958at33208	Complete	contig_531_1	314662	315027	+	175.0	83
589773at33208	Missing
589901at33208	Missing
590221at33208	Complete	scaffold_3860_1	33565	33972	+	100.3	96
590347at33208	Missing
590416at33208	Complete	contig_1193_1	25161	25691	+	132.5	151
590470at33208	Complete	scaffold_1244_1	299974	300774	+	49.4	159
591316at33208	Complete	contig_1341_1	72086	81402	-	136.5	100
591391at33208	Complete	scaffold_3838_1	2011523	2032512	-	131.2	127
591498at33208	Fragmented	contig_553_1	1045946	1046209	+	33.8	49
592087at33208	Complete	contig_656_1	648022	648624	+	175.7	146
592094at33208	Complete	contig_2041_1	1574	2149	+	189.0	167
592759at33208	Complete	contig_3633_1	334657	342687	-	175.5	172
592872at33208	Complete	contig_3802_1	52835	53344	+	113.3	143
594172at33208	Complete	contig_598_1	153709	163176	-	237.4	120
594271at33208	Complete	contig_1573_1	683048	683443	+	63.7	102
594842at33208	Complete	contig_938_1	268975	269508	+	118.3	107
594937at33208	Missing
595010at33208	Missing
595316at33208	Missing
595404at33208	Missing
595858at33208	Missing
596131at33208	Complete	contig_255_1	23659	26385	-	156.7	101
596973at33208	Fragmented	contig_898_1	1547305	1549189	+	84.3	89
597023at33208	Fragmented	contig_855_1	112851	113294	-	24.1	94
597816at33208	Missing
598405at33208	Complete	contig_1289_1	27506	30284	+	88.4	100
598944at33208	Complete	contig_984_1	648677	649600	+	132.1	221
599320at33208	Complete	contig_1357_1	32446	33754	-	118.3	89
600462at33208	Fragmented	contig_1343_1	22888	24507	-	63.8	106
600823at33208	Complete	contig_507_1	52128	53009	-	117.4	187
601242at33208	Complete	scaffold_1081_1	611341	624965	-	141.9	113
601650at33208	Complete	contig_690_1	657547	666463	-	96.1	107
601768at33208	Complete	contig_936_1	732304	751317	+	82.9	183
601875at33208	Missing
601886at33208	Missing
601967at33208	Complete	contig_691_1	393201	393620	+	114.6	130
602089at33208	Complete	contig_529_1	321411	321786	-	121.8	98
602148at33208	Complete	contig_3673_1	29151	35176	-	58.5	67
602587at33208	Complete	contig_529_1	741206	750208	-	81.3	69
603239at33208	Complete	contig_1110_1	68190	68720	-	88.3	122
603370at33208	Complete	contig_343_1	315931	319679	-	183.3	147
603609at33208	Fragmented	scaffold_3860_1	474503	477687	+	74.7	75
603673at33208	Complete	scaffold_3728_1	487293	487697	-	163.3	114
604211at33208	Complete	contig_704_1	129547	130245	-	68.2	145
604943at33208	Complete	contig_1160_1	145855	158685	+	155.5	112
605189at33208	Complete	contig_690_1	977093	977386	-	37.3	64
606048at33208	Fragmented	contig_619_1	114909	115217	+	68.4	97
606539at33208	Complete	contig_1338_1	335406	335795	-	143.9	115
606748at33208	Complete	contig_855_1	255759	260425	-	106.5	85
606776at33208	Missing
606795at33208	Missing
606958at33208	Missing
607862at33208	Fragmented	contig_507_1	263999	264214	-	53.0	53
608011at33208	Complete	contig_72_1	355719	359430	-	129.9	73
608074at33208	Missing
608190at33208	Missing
608669at33208	Missing
608869at33208	Complete	contig_1265_1	896594	896920	-	71.3	101
608924at33208	Complete	scaffold_3838_1	981945	985148	-	129.5	118
609899at33208	Complete	contig_609_1	1342440	1351733	-	127.4	194
610427at33208	Complete	contig_3158_1	226236	231812	-	108.1	109
610541at33208	Missing
611258at33208	Complete	contig_3836_1	215091	222140	+	148.1	135
611279at33208	Complete	scaffold_647_1	76730	77464	-	155.9	184
611373at33208	Complete	contig_405_1	277686	282154	-	80.5	92
611891at33208	Missing
612760at33208	Complete	scaffold_3838_1	596373	596659	+	113.4	78
612825at33208	Complete	contig_554_1	382778	383767	-	110.4	107
613522at33208	Missing
613580at33208	Complete	contig_697_1	110849	111880	+	128.0	289
613851at33208	Complete	contig_596_1	792042	793046	-	75.3	90
614305at33208	Fragmented	contig_991_1	861895	862125	+	90.7	70
615531at33208	Complete	contig_3603_1	66407	68529	-	96.0	74
615585at33208	Complete	contig_3675_1	77872	84296	-	61.7	82
615840at33208	Fragmented	contig_898_1	1020067	1020453	-	27.0	50
616120at33208	Fragmented	contig_991_1	845212	845464	+	59.6	51
616149at33208	Missing
616613at33208	Complete	contig_1014_1	323915	327688	-	111.5	73
616716at33208	Complete	contig_604_1	914920	924865	-	139.0	110
617020at33208	Complete	scaffold_836_1	877834	878688	-	178.5	172
617441at33208	Complete	contig_781_1	25126	26454	+	146.3	81
617522at33208	Complete	contig_817_1	668335	669171	+	84.4	111
617667at33208	Complete	contig_1349_1	24748	31320	+	101.0	71
618339at33208	Complete	contig_3577_1	188464	188763	-	130.5	83
618421at33208	Complete	contig_280_1	657609	661066	+	96.2	96
618516at33208	Fragmented	scaffold_521_1	650414	650778	+	44.8	71
618986at33208	Complete	contig_3885_1	77024	77368	+	66.1	88
619250at33208	Complete	contig_632_1	410196	417820	-	65.8	109
619326at33208	Complete	contig_417_1	642351	658302	-	140.3	89
619415at33208	Missing
620546at33208	Missing
620753at33208	Fragmented	contig_1727_1	80110	80993	-	91.8	73
621585at33208	Fragmented	contig_1252_1	435921	437959	-	48.7	45
621808at33208	Complete	contig_1162_1	128579	129935	-	143.7	81
622156at33208	Complete	contig_3621_1	49389	49949	+	125.2	122
622172at33208	Complete	scaffold_3838_1	2837126	2848153	-	82.5	129
622270at33208	Complete	contig_1335_1	240408	246301	-	166.9	89
622461at33208	Complete	contig_3053_1	22465	32171	+	151.3	91
622560at33208	Fragmented	contig_2118_1	80483	85190	-	116.9	104
623138at33208	Fragmented	contig_3735_1	79268	91253	-	76.5	77
623324at33208	Complete	contig_2624_1	78662	82546	+	152.0	115
623444at33208	Complete	contig_830_1	412960	413580	+	119.8	161
623995at33208	Missing
625077at33208	Missing
625091at33208	Complete	contig_1797_1	150396	150871	-	73.4	75
625769at33208	Complete	contig_3777_1	66928	77559	+	106.0	93
628082at33208	Complete	contig_1636_1	24394	28064	+	107.1	64
628231at33208	Missing
628247at33208	Complete	contig_592_1	594036	604241	+	73.3	73
629763at33208	Complete	contig_2575_1	71197	73443	-	99.2	62
630073at33208	Fragmented	contig_1200_1	311559	311708	+	74.1	37
631107at33208	Complete	contig_3871_1	7056	7439	+	130.6	116
631173at33208	Missing
631196at33208	Complete	contig_940_1	214268	214909	-	101.4	161
631662at33208	Complete	contig_645_1	382001	385534	-	117.7	78
631767at33208	Complete	contig_871_1	384614	385039	-	70.4	122
631798at33208	Complete	contig_645_1	597215	597571	-	38.9	101
631811at33208	Complete	scaffold_3838_1	6796	7272	-	82.4	135
632234at33208	Complete	contig_984_1	658646	659011	-	133.0	98
632472at33208	Missing
632566at33208	Complete	contig_773_1	1343505	1354332	+	152.3	151
633007at33208	Complete	contig_1238_1	144566	145015	-	141.1	131
633282at33208	Complete	contig_609_1	303051	309665	+	60.5	66
633619at33208	Complete	contig_991_1	721822	723427	+	52.1	41
634446at33208	Complete	contig_357_1	221222	223364	+	118.6	78
634447at33208	Complete	contig_717_1	357716	357979	+	110.8	86
636041at33208	Missing
636070at33208	Missing
636300at33208	Complete	contig_1253_1	123084	123473	-	150.9	73
636423at33208	Complete	scaffold_647_1	1081570	1085219	-	83.1	92
637971at33208	Missing
638541at33208	Missing
639252at33208	Complete	scaffold_1613_1	338907	345086	-	91.0	103
640187at33208	Missing
640349at33208	Complete	scaffold_1026_1	465053	465343	+	73.6	73
641073at33208	Fragmented	contig_303_1	1085517	1085777	+	41.3	60
641257at33208	Missing
642323at33208	Complete	contig_700_1	54097	54438	-	79.9	67
642552at33208	Missing
642773at33208	Missing
643380at33208	Fragmented	contig_803_1	358774	358971	-	34.0	50
643883at33208	Missing
643954at33208	Missing
644034at33208	Complete	contig_2339_1	8233	9953	-	60.0	47
648300at33208	Missing
649979at33208	Fragmented	contig_1377_1	363115	363326	+	41.7	49
